id,book,volume,chapter,question_no,sgf_content
5576,基础篇,下,09.死 活/9.4.地的界限,地的界限05,"(;AB[br][cr][dr][er][bs][ds][fs][gs][ar]AP[MultiGo:4.4.4]
AW[hs][hr][gr][fq][eq][dq][cq][bq][aq]
C[第5题：
   黑先下黑棋有几目？白先下黑棋有几目？
A、黑先黑4目，白先黑3目
B、黑先黑2目，白先黑3目
C、黑先黑3目，白先黑2目]
CA[UTF-8]LB[bm:A][em:B][hm:C]MULTIGOGM[1]SZ[19];B[hm]C[RIGHT：]KEY[])
"
5577,基础篇,下,09.死 活/9.4.地的界限,地的界限06,"(;AB[cq][cp][co][en][eo][ep][eq][er][es][ds][dq][cr]AP[MultiGo:4.4.4]
AW[fn][fo][fp][fq][fr][fs][cs][bs][br][bq][bp][bo][bn][cn][dm][em][fm]
C[第6题：
   黑先下黑棋有几目？白先下黑棋有几目？
A、黑先黑4目，白先黑3目
B、黑先黑3目，白先黑4目
C、黑先黑3目，白先黑2目]
CA[UTF-8]LB[hn:A][hp:B][hr:C]MULTIGOGM[1]SZ[19];B[hr]C[RIGHT：]KEY[])
"
5578,基础篇,下,09.死 活/9.4.地的界限,地的界限07,"(;AB[br][bs][cs][ds][dr][dq][er][fr][fs][ar]AP[MultiGo:4.4.4]
AW[aq][bq][bo][cp][dp][ep][eq][fq][gq][gr][gs]
C[第7题：
   黑先下黑棋有几目？白先下黑棋有几目？
A、黑先黑3目，白先黑2目
B、黑先黑2目，白先黑3目
C、黑先黑2目，白先黑2目]
CA[UTF-8]LB[bm:A][dm:B][fm:C]MULTIGOGM[1]SZ[19];B[bm]C[RIGHT：]KEY[])
"
5579,基础篇,下,09.死 活/9.4.地的界限,地的界限08,"(;AB[dr][dq][dp][ep][fp][gp][er][fr][gr][fs][ds]AP[MultiGo:4.4.4]
AW[cs][cr][cq][cp][do][eo][fo][go][hp][hq][hr][hs][gs]
C[第8题：
   黑先下黑棋有几目？白先下黑棋有几目？
A、黑先黑3目，白先黑3目
B、黑先黑3目，白先黑2目
C、黑先黑2目，白先黑3目]
CA[UTF-8]LB[cl:A][el:B][gl:C]MULTIGOGM[1]SZ[19];B[el]C[RIGHT：]KEY[])
"
5580,基础篇,下,09.死 活/9.4.地的界限,地的界限09,"(;AB[br][bq][bp][bo][cr][dr][ds][bs]AP[MultiGo:4.4.4]
AW[es][er][eq][dq][cq][cp][co][cn][bn][an]
C[第9题：
   黑先下黑棋有几目？白先下黑棋有几目？
A、黑先黑4目，白先黑4目
B、黑先黑5目，白先黑4目
C、黑先黑4目，白先黑5目]
CA[UTF-8]LB[gn:A][gp:B][gr:C]MULTIGOGM[1]SZ[19];B[gp]C[RIGHT：]KEY[])
"
5581,基础篇,下,09.死 活/9.4.地的界限,地的界限10,"(;AB[br][cr][dr][er][bs][ar]AP[MultiGo:4.4.4]AW[aq][bq][cq][dq][eq][fq][fr][fs]
C[第10题：
   黑先下黑棋有几目？白先下黑棋有几目？
A、黑先黑3目，白先黑4目
B、黑先黑3目，白先黑2目
C、黑先黑4目，白先黑3目]
CA[UTF-8]LB[bn:A][dn:B][fn:C]MULTIGOGM[1]SZ[19];B[dn]C[RIGHT：]KEY[])
"
5582,基础篇,下,09.死 活/9.4.地的界限,地的界限11,"(;AB[br][cr][dr][er][fr][gr][cs][ar]AP[MultiGo:4.4.4]
AW[aq][bq][cq][dq][eq][fq][gq][hq][hr][hs]
C[第11题：
   黑先下黑棋有几目？白先下黑棋有几目？
A、黑先黑4目，白先黑4目
B、黑先黑5目，白先黑4目
C、黑先黑4目，白先黑5目]
CA[UTF-8]LB[bl:A][el:B][hl:C]MULTIGOGM[1]SZ[19];B[el]C[RIGHT：]KEY[])
"
5583,基础篇,下,09.死 活/9.4.地的界限,地的界限12,"(;AB[cr][bq][aq][bp][bo][ao][br]AP[MultiGo:4.4.4]
AW[an][bn][cn][co][cp][cq][dr][ds][eq]
C[第12题：
   黑先下黑棋有几目？白先下黑棋有几目？
A、黑先黑4目，白先黑4目
B、黑先黑3目，白先黑4目
C、黑先黑4目，白先黑3目]
CA[UTF-8]LB[gn:A][gp:B][gr:C]MULTIGOGM[1]SZ[19];B[gr]C[RIGHT：]KEY[])
"
5584,基础篇,下,09.死 活/9.4.地的界限,地的界限13,"(;AB[br][cr][dr][ar]AP[MultiGo:4.4.4]AW[aq][bq][cq][dq][eq][er][es]
C[第13题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[bo]MA[fo]MULTIGOGM[1]SZ[19]TR[do];B[fo]C[RIGHT：]KEY[])
"
5585,基础篇,下,09.死 活/9.4.地的界限,地的界限14,"(;AB[br][bs][bq][bp][cp][dp][dq][dr][ar]AP[MultiGo:4.4.4]
AW[ds][es][er][eq][ep][eo][do][co][ao][bo][ap][aq]
C[第14题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[bm]MA[fm]MULTIGOGM[1]SZ[19]TR[dm];B[bm]C[RIGHT：]KEY[])
"
5586,基础篇,下,09.死 活/9.4.地的界限,地的界限15,"(;AB[cr][dr][eq][er][es][fs][gs][gr][gq][cs]AP[MultiGo:4.4.4]
AW[bs][br][bq][cq][dq][ep][fp][gp][hp][hq][hr][hs]
C[第15题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[cm]MA[gm]MULTIGOGM[1]SZ[19]TR[em];B[em]C[RIGHT：]KEY[])
"
5587,基础篇,下,09.死 活/9.4.地的界限,地的界限16,"(;AB[bn][bo][bp][ap][cp][dp][do][cn][bm]AP[MultiGo:4.4.4]
AW[aq][bq][cq][dq][eq][ep][eo][en][dn][cm][cl][bl][al]
C[第16题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[gl]MA[gp]MULTIGOGM[1]SZ[19]TR[gn];B[gl]C[RIGHT：]KEY[])
"
5588,基础篇,下,09.死 活/9.4.地的界限,地的界限17,"(;AB[br][cr][dr][er][fr][gr][hr][bs]AP[MultiGo:4.4.4]
AW[is][ir][iq][hq][gq][fq][eq][dq][cq][bq][ar]
C[第17题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[bm]MA[hm]MULTIGOGM[1]SZ[19]TR[em];B[bm]C[RIGHT：]KEY[])
"
5589,基础篇,下,09.死 活/9.4.地的界限,地的界限18,"(;AB[br][cr][dr][er][fr][ar]AP[MultiGo:4.4.4]
AW[aq][bq][cq][dq][eq][fq][gq][gr][gs]
C[第18题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[bm]MA[fm]MULTIGOGM[1]SZ[19]TR[dm];B[bm]C[RIGHT：]KEY[])
"
5590,基础篇,下,09.死 活/9.4.地的界限,地的界限19,"(;AB[dr][dp][do][dn][dm][dq][em][fm][fn][fo][fp][fq][fr][es]AP[MultiGo:4.4.4]
AW[gm][gn][go][gp][gq][gr][gs][cs][ds][cr][cq][cp][co][cn][cm][dl][el][fl][gl]
C[第19题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[im]MA[iq]MULTIGOGM[1]SZ[19]TR[io];B[im]C[RIGHT：]KEY[])
"
5591,基础篇,下,09.死 活/9.4.地的界限,地的界限20,"(;AB[br][cr][cs][ds][bq]AP[MultiGo:4.4.4]AW[ap][bp][cp][cq][dr][es][eq]
C[第20题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[bn]MA[fn]MULTIGOGM[1]SZ[19]TR[dn];B[fn]C[RIGHT：]KEY[])
"
5592,基础篇,下,09.死 活/9.4.地的界限,地的界限21,"(;AB[br][bs][ds][dr][dq][dp][ep][ar]AP[MultiGo:4.4.4]
AW[aq][bq][cp][bo][do][eo][fp][fq][er][es]
C[第21题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[bm]MA[fm]MULTIGOGM[1]SZ[19]TR[dm];B[bm]C[RIGHT：]KEY[])
"
5593,基础篇,下,09.死 活/9.4.地的界限,地的界限22,"(;AB[bq][br][cr][dr][er][fr][cs][aq]AP[MultiGo:4.4.4]
AW[as][ap][bp][co][cq][dq][eq][fq][gq][gr]
C[第22题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[bm]MA[fm]MULTIGOGM[1]SZ[19]TR[dm];B[bm]C[RIGHT：]KEY[])
"
5594,基础篇,下,09.死 活/9.4.地的界限,地的界限23,"(;AB[br][cr][cp][bp][ap][ar]AP[MultiGo:4.4.4]
AW[cs][ds][dr][dq][dp][do][co][bo][ao]
C[第23题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[fn]MA[fr]MULTIGOGM[1]SZ[19]TR[fp];B[fp]C[RIGHT：]KEY[])
"
5595,基础篇,下,09.死 活/9.4.地的界限,地的界限24,"(;AB[cr][dr][er][fr][gr][ds][br]AP[MultiGo:4.4.4]
AW[hs][hr][hq][gq][fq][eq][dq][cq][bq][aq]
C[第24题：
   黑活棋选择“○”，先下活棋选择“△”，死棋选择“×”。]CA[UTF-8]
CR[bm]MA[hm]MULTIGOGM[1]SZ[19]TR[em];B[bm]C[RIGHT：]KEY[])
"
5596,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限01,"(;AB[bq][cq][dq][eq][fr][gr][aq]AP[MultiGo:4.4.4]AW[ar][br][cr][dr][er][fs][bs]
C[第1题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[bm]MA[fm]MULTIGOGM[1]SZ[19]TR[es];B[fm]C[RIGHT：]KEY[])
"
5597,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限02,"(;AB[bn][cp][cq][cr][cs][bo]AP[MultiGo:4.4.4]AW[bs][br][bq][bp][ar][ao]
C[第2题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[fo]MA[fr]MULTIGOGM[1]SZ[19]TR[ap];B[fo]C[RIGHT：]KEY[])
"
5598,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限03,"(;AB[bq][cq][dq][eq][fq][gr][hr][aq]AP[MultiGo:4.4.4]
AW[ar][br][cr][dr][er][fr][gs]
C[第3题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[cm]MA[fm]MULTIGOGM[1]SZ[19]TR[fs];B[fm]C[RIGHT：]KEY[])
"
5599,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限04,"(;AB[bm][bl][co][cp][cq][cr][cs][bn]AP[MultiGo:4.4.4]
AW[bs][br][bq][bp][bo][an][am]
C[第4题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[fm]MA[fq]MULTIGOGM[1]SZ[19]TR[ao];B[fm]C[RIGHT：]KEY[])
"
5600,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限05,"(;AB[br][bq][cq][dq][ep][eo][go][gp][hq][hr][hs][bs]AP[MultiGo:4.4.4]
AW[cs][cr][dr][er][eq][fp][gq][gr][gs]
C[第5题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[cl]MA[fl]MULTIGOGM[1]SZ[19]TR[fq];B[cl]C[RIGHT：]KEY[])
"
5601,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限06,"(;AB[cr][cp][dp][ep][fp][gp][hp][ip][iq][ir][is][br]AP[MultiGo:4.4.4]
AW[hs][hr][hq][gq][fq][eq][dq][dr][cs]
C[第6题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[cl]MA[gl]MULTIGOGM[1]SZ[19]TR[ds];B[cl]C[RIGHT：]KEY[])
"
5602,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限07,"(;AB[er][dq][cq][bq][aq][fr]AP[MultiGo:4.4.4]AW[ar][br][cr][dr][bs][es]
C[第7题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[bn]MA[en]MULTIGOGM[1]SZ[19]TR[ds];B[bn]C[RIGHT：]KEY[])
"
5603,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限08,"(;AB[bm][co][cp][cq][cr][cs][bn]AP[MultiGo:4.4.4]AW[bs][br][bq][bp][bo][an][ar]
C[第8题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[gn]MA[gq]MULTIGOGM[1]SZ[19]TR[ao];B[gq]C[RIGHT：]KEY[])
"
5604,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限09,"(;AB[aq][bq][cq][dq][eq][fr][gr][hr][ds]AP[MultiGo:4.4.4]
AW[ar][br][cr][dr][er][fs][gs][bs]
C[第9题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[cm]MA[fm]MULTIGOGM[1]SZ[19]TR[es];B[cm]C[RIGHT：]KEY[])
"
5605,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限10,"(;AB[ap][bm][bl][cn][co][cp][cq][cr][cs][ao]AP[MultiGo:4.4.4]
AW[bs][br][ar][bq][bp][bn][bo][am]
C[第10题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[fm]MA[fq]MULTIGOGM[1]SZ[19];B[fq]C[RIGHT：]KEY[])
"
5606,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限11,"(;AB[dr][bs][br][bq][bo][cp][do][dn][en][fn][gn][ho][io][hq][iq][ir][fp][gr]
AP[MultiGo:4.4.4]AW[cs][cq][dp][eo][fo][go][hp][gq][fq][eq][er][es][cr]
C[第11题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[ck]MA[gk]MULTIGOGM[1]SZ[19]TR[gp];B[ck]C[RIGHT：]KEY[])
"
5607,基础篇,下,09.死 活/9.5.假眼和界限,假眼和界限12,"(;
AB[bo][ar][aq][bm][cl][dl][el][fm][fn][fo][go][fq][gq][cr][dr][er][dp][do][bn]
AP[MultiGo:4.4.4]AW[ap][bp][br][bs][cp][cq][dq][eq][fp][eo][en][co][cn][cm][dm]
C[第12题：
   黑棋在“▲”扑后，能否杀死白棋？能点“○”，不能点“×”。]
CA[UTF-8]CR[im]MA[iq]MULTIGOGM[1]SZ[19];B[iq]C[RIGHT：]KEY[])
"
5608,基础篇,下,09.死 活/9.3.双 活,双活01,"(;AB[br][cr][dr][er][fr][ar]AP[MultiGo:4.4.4]
AW[gr][hq][fq][eq][dq][cq][bq][aq][bs][cs][ds]C[第1题：
   黑先，请做出双活。]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[fs]C[RIGHT：]KEY[])
"
5609,基础篇,下,09.死 活/9.3.双 活,双活02,"(;AB[br][bq][bp][bo][bn][bs]AP[MultiGo:4.4.4]
AW[bm][cl][cn][co][cp][cq][cr][cs][ar][aq]C[第2题：
   黑先，请做出双活。]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[an];C[RIGHT：]KEY[]W[ap])
"
5610,基础篇,下,09.死 活/9.3.双 活,双活03,"(;AB[cr][dr][dq][dp][ep][fp][gq][gr][fr][fs][cs]AP[MultiGo:4.4.4]
AW[bs][br][cq][cp][co][do][eo][fo][go][hp][hq][hr][hs][gs][es][er][eq]
C[第3题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[gp]C[RIGHT：]
KEY[])
"
5611,基础篇,下,09.死 活/9.3.双 活,双活04,"(;AB[br][cr][dr][er][fs][ar]AP[MultiGo:4.4.4]
AW[bs][cs][bp][co][cq][dq][eq][fq][gr][hq]C[第4题：
   黑先，请做出双活。]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[fr];C[RIGHT：]KEY[]W[ds])
"
5612,基础篇,下,09.死 活/9.3.双 活,双活05,"(;AB[br][bq][cq][dq][eq][er][es][ar]AP[MultiGo:4.4.4]
AW[bs][cs][cr][bp][bn][cp][dp][ep][fp][fq][gr][hq]
C[第5题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[ds]C[RIGHT：]
KEY[])
"
5613,基础篇,下,09.死 活/9.3.双 活,双活06,"(;AB[br][bq][cq][dq][eq][er][es][ar]AP[MultiGo:4.4.4]
AW[bs][cr][bp][bn][cp][dp][ep][fp][fq][gr][hq]C[第6题：
   黑先，请做出双活。]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[ds];C[RIGHT：]KEY[]W[cs])
"
5614,基础篇,下,09.死 活/9.3.双 活,双活07,"(;AB[bq][cq][dq][eq][er][es][ds][br]AP[MultiGo:4.4.4]
AW[cr][cs][aq][ap][bp][cp][dp][ep][fp][fq][fr][hr]
C[第7题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[ar];C[RIGHT：]
KEY[]W[bs])
"
5615,基础篇,下,09.死 活/9.3.双 活,双活08,"(;AB[cr][cq][dq][eq][fq][gq][gr][gs][cs]AP[MultiGo:4.4.4]
AW[bs][br][bq][bp][cp][ep][dp][fp][gp][hp][hq][hr][hs][fr][er][dr]
C[第8题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[es]C[RIGHT：]
KEY[])
"
5616,基础篇,下,09.死 活/9.3.双 活,双活09,"(;AB[cr][cq][dq][eq][fq][gq][gr][gs][cs]AP[MultiGo:4.4.4]
AW[bs][br][bq][bp][cp][dp][ep][fp][gp][hp][hq][hr][hs][fs][es][ds]
C[第9题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[er]C[RIGHT：]
KEY[])
"
5617,基础篇,下,09.死 活/9.3.双 活,双活10,"(;AB[gr][gq][fq][eq][dq][cq][cr][cs][gs]AP[MultiGo:4.4.4]
AW[bs][br][bq][bp][cp][dp][ep][fp][gp][hp][hq][hr][hs][dr][er]
C[第10题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[es];C[RIGHT：]
KEY[]W[fr])
"
5618,基础篇,下,09.死 活/9.3.双 活,双活11,"(;AB[cr][cq][dq][eq][fq][gq][gr][gs][cs]AP[MultiGo:4.4.4]
AW[bs][br][bq][bp][cp][dp][ep][fp][gp][hp][hq][hr][hs][fs][es]
C[第11题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[er];C[RIGHT：]
KEY[]W[ds])
"
5619,基础篇,下,09.死 活/9.3.双 活,双活12,"(;AB[gr][gq][fq][eq][dq][cq][cr][cs][gs]AP[MultiGo:4.4.4]
AW[bs][br][bq][bp][cp][dp][ep][fp][gp][hp][hq][hr][hs][ds][fs]
C[第12题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[er];C[RIGHT：]
KEY[]W[es])
"
5620,基础篇,下,09.死 活/9.3.双 活,双活13,"(;AB[br][bq][cq][dq][eq][er][ar]AP[MultiGo:4.4.4]
AW[cr][bs][bp][cp][dp][ep][fp][fq][fr][hr]C[第13题：
   黑先，请做出双活。]
CA[UTF-8]MULTIGOGM[1]SZ[19];B[ds];C[RIGHT：]KEY[]W[cs])
"
5621,基础篇,下,09.死 活/9.3.双 活,双活14,"(;AB[br][bq][cp][dp][dq][dr][er][es][ar]AP[MultiGo:4.4.4]
AW[bs][cs][ds][cr][fr][gq][eq][ep][eo][do][co][bo][ap]
C[第14题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[bp]C[RIGHT：]
KEY[])
"
5622,基础篇,下,09.死 活/9.3.双 活,双活15,"(;AB[br][cr][dr][dq][cp][bp][bo][bn][bs]AP[MultiGo:4.4.4]
AW[co][cn][bm][cl][ap][ar][bq][cs][ds][es][er][eq][ep][dp]
C[第15题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[an]C[RIGHT：]
KEY[])
"
5623,基础篇,下,09.死 活/9.3.双 活,双活16,"(;AB[aq][bq][cq][dq][dr][er][fr][ar]AP[MultiGo:4.4.4]
AW[bs][br][cr][cs][gr][hq][fq][eq][dp][cp][bp][ap]
C[第16题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[fs];C[RIGHT：]
KEY[]W[ds])
"
5624,基础篇,下,09.死 活/9.3.双 活,双活17,"(;AB[bq][cq][dq][dr][er][fr][ar]AP[MultiGo:4.4.4]
AW[bs][br][cr][ds][dp][cp][bp][bn][eq][fq][gr][hq]
C[第17题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[fs]C[RIGHT：]
KEY[])
"
5625,基础篇,下,09.死 活/9.3.双 活,双活18,"(;AB[br][bq][cq][dp][ep][fp][fq][fr][fs][bs]AP[MultiGo:4.4.4]
AW[es][er][dq][dr][ds][cr][ar][aq][bp][co][do][eo][fo][bn]
C[第18题：
   黑先，请做出双活。]CA[UTF-8]MULTIGOGM[1]SZ[19];B[cp]C[RIGHT：])
"
5626,基础篇,下,07.断,断01,"(;AB[cq][cp][co][cn][fp][fq][fr][cr]AP[MultiGo:4.4.4]AW[dq][eq][do][en][em]
C[第1题：
   在白双的地方切断白▲。]CA[UTF-8]MULTIGOGM[1]SZ[19]TR[eq][dq];
B[eo]C[RIGHT：]KEY[])
"
5627,基础篇,下,07.断,断02,"(;AB[dq][eq][fq][dn][cm][cq]AP[MultiGo:4.4.4]AW[cp][co][ep][fo][gn]
C[第2题：
   在白双的地方切断白▲。]CA[UTF-8]MULTIGOGM[1]SZ[19]TR[co][cp];
B[eo]C[RIGHT：]KEY[])
"
5628,基础篇,下,07.断,断03,"(;AB[cq][dq][eq][fq][bp][bm][cm][em][fl][fn][bq]AP[MultiGo:4.4.4]
AW[bo][co][cp][fo][go][gn][ep]C[第3题：
   在白双的地方切断白▲。]CA[UTF-8]
MULTIGOGM[1]SZ[19]TR[bo][co][cp];B[eo]C[RIGHT：]KEY[])
"
5629,基础篇,下,07.断,断04,"(;AB[bp][bo][cn][er][eq][gq][bq]AP[MultiGo:4.4.4]AW[br][cr][dr][cp][do][eo][fo]
C[第4题：
   在白双的地方切断白▲。]CA[UTF-8]MULTIGOGM[1]SZ[19]TR[dr][cr][br];
B[dp]C[RIGHT：]KEY[])
"
5630,基础篇,下,07.断,断05,"(;AB[cr][cq][bn][cn][cl][eq][fq][fp][hp][br]AP[MultiGo:4.4.4]
AW[bq][bp][bo][el][en][fo][ep][dp]C[第5题：
   在白双的地方切断白▲。]
CA[UTF-8]MULTIGOGM[1]SZ[19]TR[bo][bp][bq];B[do]C[RIGHT：]KEY[])
"
5631,基础篇,下,07.断,断06,"(;AB[bo][co][eo][cm][ar][cr][dr][er][fq][gq][ao]AP[MultiGo:4.4.4]
AW[bs][br][bq][bp][ap][dq][ep][fp][fo][fn]C[第6题：
   在白双的地方切断白▲。]
CA[UTF-8]MULTIGOGM[1]SZ[19]TR[ap][bp][bq][br][bs];B[dp]C[RIGHT：]KEY[])
"
5632,基础篇,下,07.断,断07,"(;AB[cr][cq][cp][co][cn][er][fr][fq][fp][cs]AP[MultiGo:4.4.4]
AW[ds][dr][dq][eq][fo][go][gp][gq][hr][do][dm][fm]
C[第7题：
   在白双的地方切断白▲。]CA[UTF-8]MULTIGOGM[1]SZ[19]
TR[ds][dr][dq][eq];B[eo]C[RIGHT：]KEY[])
"
5633,基础篇,下,07.断,断08,"(;AB[cp][co][cn][dr][er][fq][gq][cq]AP[MultiGo:4.4.4]
AW[eq][dq][fr][gr][hr][iq][do][en][gn]C[第8题：
   在白双的地方切断白▲。]
CA[UTF-8]MULTIGOGM[1]SZ[19]TR[eq][dq];B[eo]C[RIGHT：]KEY[])
"
5634,基础篇,下,07.断,断09,"(;AB[cq][dq][eq][bo][bn][cm][dm][em][fm][cp]AP[MultiGo:4.4.4]
AW[br][bq][bp][co][cn][en][gn][ho][ep][fq][fr][er]
C[第9题：
   在白双的地方切断白▲。]CA[UTF-8]MULTIGOGM[1]SZ[19]TR[cn][co];
B[eo]C[RIGHT：]KEY[])
"
5635,基础篇,下,07.断,断10,"(;AB[bp][co][dn][en][fo][fp][fq][bq]AP[MultiGo:4.4.4]
AW[br][cq][do][eo][fn][gn][go][eq][fr][gr]
C[第10题：
   在白双的地方切断白▲。]CA[UTF-8]MULTIGOGM[1]SZ[19]TR[eo][do];
B[dq]C[RIGHT：]KEY[])
"
5636,基础篇,下,07.断,断11,"(;AB[br][cr][dr][er][fr][cp][co][do][bq]AP[MultiGo:4.4.4]
AW[bp][bo][bn][cq][dq][dp][dm][fm][gn][hp][hq][fq]
C[第11题：
   在白双的地方切断白▲。]CA[UTF-8]MULTIGOGM[1]SZ[19]TR[dp][dq][cq]
;B[fp]C[RIGHT：]KEY[])
"
5637,基础篇,下,07.断,断12,"(;AB[bp][bo][cn][dn][en][gn][cq]AP[MultiGo:4.4.4]
AW[co][cp][eo][fp][gq][bn][bm][cl]C[第12题：
   在白双的地方切断白▲。]
CA[UTF-8]MULTIGOGM[1]SZ[19]TR[co][cp];B[ep]C[RIGHT：]KEY[])
"
5638,基础篇,下,07.断,断13,"(;AB[cm][dq][eq][fp][cp][co]AP[MultiGo:4.4.4]AW[cr][cq][dp][ep][dn]
C[第13题：
   白1，在白双的地方吃白棋。]CA[UTF-8]LB[dn:1]MULTIGOGM[1]SZ[19];
B[en];W[do];B[dm]C[RIGHT：]KEY[])
"
5639,基础篇,下,07.断,断14,"(;AB[fq][co][cn][dm][dp][ep]AP[MultiGo:4.4.4]AW[dn][do][fo][cp][bp][cr]
C[第14题：
   白1，在白双的地方吃白棋。]CA[UTF-8]LB[fo:1]MULTIGOGM[1]SZ[19];
B[fn];W[eo];B[go]C[RIGHT：]KEY[])
"
5640,基础篇,下,07.断,断15,"(;AB[ep][eo][en][dn][cq][dq]AP[MultiGo:4.4.4]AW[do][dp][dr][eq][fp][fr][bp][cl]
C[第15题：
   白1，在白双的地方吃白棋。]CA[UTF-8]LB[bp:1]MULTIGOGM[1]SZ[19];
B[bo];W[cp];B[bq]C[RIGHT：]KEY[])
"
5641,基础篇,下,07.断,断16,"(;AB[cp][co][do][eo][fp][fq]AP[MultiGo:4.4.4]
AW[bq][bp][bo][dp][ep][er][fo][go][hq]C[第16题：
   白1，在白双的地方吃白棋。]
CA[UTF-8]LB[er:1]MULTIGOGM[1]SZ[19];B[dr];W[eq];B[fr]C[RIGHT：]KEY[])
"
5642,基础篇,下,07.断,断17,"(;AB[bs][cs][cp][dp][bq][br]AP[MultiGo:4.4.4]
AW[ds][cr][cq][bp][bo][er][ep][fp][hp]C[第17题：
   白1，在白双的地方吃白棋。]
CA[UTF-8]LB[er:1]MULTIGOGM[1]SZ[19];B[eq]C[RIGHT：]KEY[])
"
5643,基础篇,下,07.断,断18,"(;AB[er][cp][bp][cn][fp][gp][dq][eq]AP[MultiGo:4.4.4]
AW[cq][cr][dp][ep][fq][gq][hq][dn]C[第18题：
   白1，在白双的地方吃白棋。]
CA[UTF-8]LB[dn:1]MULTIGOGM[1]SZ[19];B[en]C[RIGHT：]KEY[])
"
5644,基础篇,下,07.断,断19,"(;AB[bq][bp][bo][co][fm][fn][fo][fp][fq][fr][br]AP[MultiGo:4.4.4]
AW[cp][cq][dr][eq][ep][en][dm][cl][bm]C[第19题：
   请断白▲或吃白。]CA[UTF-8]
MULTIGOGM[1]SZ[19]TR[cq][cp][dr][eq][ep];B[dn]C[RIGHT：]KEY[])
"
